Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
DHL Danzas Air & Ocean,120 Tokeneke Rd,Darien,CT,06820-4825,Fairfield,Not in Sample,Not in Sample,Tony Shaw,Manager,98,14602000,Transportation Services (Services),4731,Freight Transportation Arrangement,www.danzas.com
A E Olsen Co Inc Svc America,1257 Southford Rd,Southbury,CT,06488-4424,New Haven,Not in Sample,Not in Sample,Hal Olsen,Owner,13,2146200,Construction - Special Trade Contractors (Construction),1711,"Plumbing, Heating, Air-Conditioning",www.aeolsen.com
Beacon A & A Drafting Svc,44 Commerce Rd,Stamford,CT,06902-4561,Fairfield,Not in Sample,Not in Sample,Brian Lopez,Owner,8,624240,Business Services (Services),7334,Photocopying And Duplicating Services,www.cad-print.net
Edward Smith Library,3 Old Post Rd,Northford,CT,06472-1035,New Haven,Not in Sample,Not in Sample,Robert Hull,Executive Director,17,0,Educational Services (Services),8231,Libraries,www.leaplibraries.org
Broadview Middle School,72 Hospital Ave,Danbury,CT,06810-6083,Fairfield,Not in Sample,Not in Sample,Edward Robbs,Principal,120,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.danbury.k12.ct.us
A Schnapp & Assoc,44 Post Rd W,Westport,CT,06880-4207,Fairfield,Not in Sample,Not in Sample,Allen Schnapp,Owner,5,1009800,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.cognitivebusiness.com
Computronix,441 Summer St,Stamford,CT,06901-1304,Fairfield,Not in Sample,Not in Sample,Barry Monies,Owner,14,5375700,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.computronixusa.com
Bender Plumbing Supl-Waterbury,145 Cherry St,Waterbury,CT,06702-1696,New Haven,Not in Sample,Not in Sample,David Bender,Owner,51,13029000,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.benderplumbing.com
TMP Worldwide,38c Grove St,Ridgefield,CT,06877-4674,Fairfield,Not in Sample,Not in Sample,Mark Fink,Manager,27,4029000,Business Services (Services),7311,Advertising Agencies,www.aaronsupreme.com
O Berk Co Of New England,220 Frontage Rd,West Haven,CT,06516-4129,New Haven,Not in Sample,Not in Sample,Brenda Evans,VP,16,7200000,Wholesale Trade - Durable Goods (Products),5085,Industrial Supplies,www.oberk.com
Stevens Carroll & Carveth,26 Cherry St,Milford,CT,06460-3413,New Haven,Not in Sample,Not in Sample,Leo P Carroll,Partner,10,1818630,Legal Services (Services),8111,Legal Services,www.stevenscarrollcarveth.com
Lone Pine Capital LLC,2 Greenwich Plz # 2,Greenwich,CT,06830-6353,Fairfield,Not in Sample,Not in Sample,Steve Mandel,Owner,35,15537600,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.lonepinecapital.com
Custom Photo & Design,340 Quinnipiac St # 41,Wallingford,CT,06492-4050,New Haven,Not in Sample,Not in Sample,Raymond Long,Owner,4,1127140,"Electrical, Electronic and Components other than Computer Equipment (Equipment)",3672,Printed Circuit Boards,www.cpdct.com
Fair Haven Community Health,374 Grand Ave,New Haven,CT,06513-3733,New Haven,Not in Sample,Not in Sample,Fanny Henderson,Manager,200,60390000,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.fhchc.org
Lang's Pharmacy Inc,136 Elm St,New Canaan,CT,06840-5493,Fairfield,Not in Sample,Not in Sample,Diana Levison,Owner,7,1775100,Miscellaneous Retail (Stores),5912,Drug Stores And Proprietary Stores,www.langspharmacy.com
Conover Production,116 Research Dr # M,Milford,CT,06460-8569,New Haven,Not in Sample,Not in Sample,Robert Conover,Owner,12,3202800,Motion Pictures (Entertainment),7812,Motion Picture And Video Production,www.conover.net
Marlin Co,100 Kenna Dr,North Haven,CT,06473-2592,New Haven,Not in Sample,Not in Sample,Frank Kenna Iii,Owner,53,6386000,Miscellaneous Manufacturing Industries (Industries),3993,Signs And Advertising Specialties,www.themarlincompany.com
Mc Kenney Mechanical Contrs,20 Commerce Rd # A,Newtown,CT,06470-1607,Fairfield,Not in Sample,Not in Sample,,,3,451140,Construction - Special Trade Contractors (Construction),1711,"Plumbing, Heating, Air-Conditioning",www.mckenneymechanical.com
Auto Transport LTD,21 Gramar Ave,Prospect,CT,06712-1017,New Haven,Not in Sample,Not in Sample,Kevin Smith,Owner,5,372300,"Automotive Services, Parking and Repair (Automotive)",7549,"Automotive Services, Nec",www.autotransportltd.com
Hubble Burial Society,1213 E Washington Ave,North Little Rock,AR,72114-5857,Pulaski,Not in Sample,Not in Sample,Jean Eason,Chief Executive Officer,4,261380,Personal Services (Services),7261,Funeral Service And Crematories,
Mercy Center At Madison,167 Neck Rd,Madison,CT,06443-2725,New Haven,Not in Sample,Not in Sample,Euginie Guterch,Executive Director,29,2517320,Business Services (Services),7389,"Business Services, Nec",www.mercyctrmadison.com
Something Sweet Inc,724 Grand Ave,New Haven,CT,06511-5006,New Haven,Not in Sample,Not in Sample,Mary Ann Montesano,Owner,29,8197200,Kindred and Food Products (Products),2099,"Food Preparations, Nec",www.somethingsweetinc.com
Union League Cafe,1032 Chapel St,New Haven,CT,06510-2443,New Haven,Not in Sample,Not in Sample,John Pierre Vuillermeg,Owner,27,1020000,Eating and Drinking Establishments (Food),5812,Eating Places,www.unionleaguecafe.com
Free Style,111 Cherry St,New Canaan,CT,06840-5537,Fairfield,Not in Sample,Not in Sample,Robert Ciri,Owner,3,112320,Personal Services (Services),7231,Beauty Shops,www.robertdeanarchitects.com
Eleven O'Clock Assoc,80 Grove St,Ridgefield,CT,06877-4104,Fairfield,Not in Sample,Not in Sample,Dan Mcconlogue,Owner,2,796800,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.elevenoclock.net
Radial Bearing,21 Taylor St,Danbury,CT,06810-6982,Fairfield,Not in Sample,Not in Sample,Stephen Papish,President,33,6674400,Commercial and Industrial Machinery and Computer Equipment (Equipment),3562,Ball And Roller Bearings,www.radialbearing.thomasregister.com
Champ Envelope & Direct Mail,225 Howard Ave,Bridgeport,CT,06605-1825,Fairfield,Not in Sample,Not in Sample,Paul Featherton,Owner,103,15656000,"Publishing, Allied and Printing Industries (Industries)",2752,"Commercial Printing, Lithographic",www.champdirectmail.com
CORNERSTONE Credit Corp,2024 E Main St,Waterbury,CT,06705-2605,New Haven,Not in Sample,Not in Sample,Rene M Gagnon,Owner,13,957480,Business Services (Services),7322,Adjustment And Collection Services,www.cornerstone-credit.com
Moes & Moes Violin Makers,134 Brookdale Rd,Stamford,CT,06903-4116,Fairfield,Not in Sample,Not in Sample,Peter Moes,Owner,3,376980,Miscellaneous Repair Services (Services),7699,"Repair Services, Nec",www.moesandmoes.com
Seagrape Inn,1160 Reef Rd,Fairfield,CT,06824-6575,Fairfield,Not in Sample,Not in Sample,Candice Levine,Owner,4,294000,"Camps, Rooming Houses, Hotels and Other Lodging Places (Lodging)",7011,Hotels And Motels,www.seagrapeinn.com
Levett Rockwood,33 Riverside Ave # 2,Westport,CT,06880-4223,Fairfield,Not in Sample,Not in Sample,Barbara A Young,Partner,42,6813600,Legal Services (Services),8111,Legal Services,www.levettrockwood.com
Gill Law Practice,38b Grove St,Ridgefield,CT,06877-4667,Fairfield,Not in Sample,Not in Sample,Harry S Gill,Owner,2,330660,Legal Services (Services),8111,Legal Services,www.gillpractice.com
Laser Print & Image Inc,43 Marne St # 43,Hamden,CT,06514-3610,New Haven,Not in Sample,Not in Sample,Pat Destito,Owner,7,1474400,"Publishing, Allied and Printing Industries (Industries)",2752,"Commercial Printing, Lithographic",www.laserprint.com
Viglione Heating & Cooling,259 Commerce St,East Haven,CT,06512-4147,New Haven,Not in Sample,Not in Sample,Stephen J Viglione,Owner,27,4248600,Construction - Special Trade Contractors (Construction),1711,"Plumbing, Heating, Air-Conditioning",www.viglione.com
Stolt-Nielsen Inc,8 Sound Shore Dr,Greenwich,CT,06830-7242,Fairfield,Not in Sample,Not in Sample,Mark Martecchini,Executive Director,4160,1832557500,Wholesale Trade - Durable Goods (Products),5088,Transportation Equipment And Supplies,www.stolt-nielsen.com
Lingol Corp,415 S Cherry St,Wallingford,CT,06492-4428,New Haven,Not in Sample,Not in Sample,Peter Lindenfelser,President,12,1672800,Rubber and Miscellaneous Plastic Products (Products),3089,"Plastics Products, Nec",www.mobileaccounting.com
Zandri's Stillwood Inn,1074 S Colony Rd,Wallingford,CT,06492-5261,New Haven,Not in Sample,Not in Sample,Jim Zandri,Owner,32,1224000,Eating and Drinking Establishments (Food),5812,Eating Places,www.stillwood.com
Exxon Mobil Corp,Wilbur Cross Pkwy,North Haven,CT,06473-0000,New Haven,Not in Sample,Not in Sample,Sabrina Christian,Manager,18,5643000,Gasoline Service Stations and Automotive Dealers (Automotive),5541,Gasoline Service Stations,www.exxonmobil.com
Napoli Motors,688 Bridgeport Ave,Milford,CT,06460-3196,New Haven,Not in Sample,Not in Sample,Leonard Napoli,Owner,48,31703000,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.napolimotors.com
Beach Club Tanning Studios,314 Westport Ave,Norwalk,CT,06851-4313,Fairfield,Not in Sample,Not in Sample,Mark Lutz,Owner,33,1699500,Personal Services (Services),7299,Miscellaneous Personal Service,www.beachclubtanning.com
Pinto Consulting,42 Huntington Ct,Bethel,CT,06801-1438,Fairfield,Not in Sample,Not in Sample,,,3,654750,"Engineering, Management, Accounting, Research and Related Industries (Services)",8748,"Business Consulting, Nec",www.pintoconsultinginc.com
Friendly Market,2 Park,Parkin,AR,72373-8902,Cross,Not in Sample,Not in Sample,Georgia Sides,Owner,7,1441440,Food Stores (Food),5411,Grocery Stores,
Robert Buick Pontiac,89 Newtown Rd,Danbury,CT,06810-4193,Fairfield,Not in Sample,Not in Sample,Robert Delmonte,Owner,25,16653780,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.robertbuick.com
Discount Desk Co,40 E Farm St,Waterbury,CT,06704-3601,New Haven,Not in Sample,Not in Sample,Frank La Porta,President,13,6920520,Wholesale Trade - Durable Goods (Products),5021,Furniture,www.discountdeskco.com
Burger King,713 Main Ave,Norwalk,CT,06851-1005,Fairfield,Not in Sample,Not in Sample,Mike Share,Manager,24,990000,Eating and Drinking Establishments (Food),5812,Eating Places,www.burgerking.com
A Home Connection,451 Meriden Rd # 1,Waterbury,CT,06705-2248,New Haven,Not in Sample,Not in Sample,Joel Rasario,Owner,24,2787200,Real Estate (Housing),6531,Real Estate Agents And Managers,www.911home.com
Salka Office Furniture,194 Research Pkwy,Meriden,CT,06450-7125,New Haven,Not in Sample,Not in Sample,Michelle K Horan,Owner,11,7274540,Wholesale Trade - Durable Goods (Products),5021,Furniture,www.salkaoffice.com
ARM Communications,34 Hillsley Rd,Darien,CT,06820-2217,Fairfield,Not in Sample,Not in Sample,Alison Minagila,Owner,1,360000,Communications (Informative),4899,"Communication Services, Nec",www.analystrelations.com
Dog-Star Training Systems,250 New Canaan Ave,Norwalk,CT,06850-1412,Fairfield,Not in Sample,Not in Sample,Eric Lundquist,Owner,1,84840,Agricultural Services (Services),752,Animal Specialty Services,www.dogstar-systems.com
Gran Trans,356 Savin Ave,West Haven,CT,06516-5839,New Haven,Not in Sample,Not in Sample,Grant Johnstone,Owner,1,106920,"Automotive Services, Parking and Repair (Automotive)",7537,Automotive Transmission Repair Shops,www.grantrans.com
Orange Hills Country Club,389 Racebrook Rd,Orange,CT,06477-3134,New Haven,Not in Sample,Not in Sample,Walter Smith,President,9,851620,Amusement and Recreation Services (Services),7992,Public Golf Courses,www.orangehillscountryclub.com
Marsillio's Television & Appl,2031 Black Rock Tpke,Fairfield,CT,06825-3550,Fairfield,Not in Sample,Not in Sample,David Marsillio,Owner,7,2114600,"Furnishing, Equipment and Home Furniture Stores (Stores)",5722,Household Appliance Stores,www.marsillios.com
Specialteas,600 Long Beach Blvd # B,Stratford,CT,06615-7169,Fairfield,Not in Sample,Not in Sample,Jurgen Link,Owner,12,7654790,Kindred and Food Products (Products),2095,Roasted Coffee,www.specialteas.com
Lucian's Greenhouse,2468 Whitney Ave,Hamden,CT,06518-3022,New Haven,Not in Sample,Not in Sample,Lucian Addario,Owner,13,700400,Miscellaneous Retail (Stores),5992,Florists,www.luciansfloristgreenhouse.com
Lutheran Church-Good Shepherd,3680 Whitney Ave,Hamden,CT,06518-1516,New Haven,Not in Sample,Not in Sample,Christina Gruca,Religious Leader,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.goodshepherdhamden.org
Allergy Associates-Fairfield,4675 Main St # 117,Bridgeport,CT,06606-1834,Fairfield,Not in Sample,Not in Sample,,,9,3019500,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.moldallergy.com
American Realty Assoc,11 Saw Mill Rd,New Fairfield,CT,06812-4019,Fairfield,Not in Sample,Not in Sample,,,4,525280,Real Estate (Housing),6531,Real Estate Agents And Managers,www.americanrealtyct.com
Gallagher Travel Shoppe,369 Center St,Wallingford,CT,06492-4204,New Haven,Not in Sample,Not in Sample,Roz Gallagher,Owner,7,430260,Transportation Services (Services),4724,Travel Agencies,www.asktillie.com
Starbucks,113 Mill Plain Rd,Danbury,CT,06811-5277,Fairfield,Not in Sample,Not in Sample,Michael Caine,Manager,19,792000,Eating and Drinking Establishments (Food),5812,Eating Places,www.starbucks.com
Nori & Assoc,24 Camp Ave # 4349,Stamford,CT,06907-9998,Fairfield,Not in Sample,Not in Sample,Rino Nori,VP,9,1683000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.noriassociates.com
Jared Manufacturing Co,25 Perry Ave,Norwalk,CT,06850-1655,Fairfield,Not in Sample,Not in Sample,Ronald Frate Sr,President,13,1781640,Construction - Special Trade Contractors (Construction),1791,Structural Steel Erection,www.jaredmfg.com
Multiple Myeloma Research,51 Locust Ave # 201,New Canaan,CT,06840-4739,Fairfield,Not in Sample,Not in Sample,Kathy Giusti,President,9,0,"Engineering, Management, Accounting, Research and Related Industries (Services)",8733,Noncommercial Research Organizations,www.multiplemyeloma.org
Pepe & Hazard,30 Jelliff Ln # 2,Southport,CT,06890-1482,Fairfield,Not in Sample,Not in Sample,Suzanne E Baldasare,Owner,24,4133250,Legal Services (Services),8111,Legal Services,www.pepehazard.com
Atkinson Koven Feinberg,1 Atlantic St,Stamford,CT,06901-2482,Fairfield,Not in Sample,Not in Sample,John Rice,Partner,9,1971840,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.akf-engineers.com
Ingenix Employer Group,157 Church St,New Haven,CT,06510-2100,New Haven,Not in Sample,Not in Sample,,,190,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.ingenix.com
Lindquist Builders Supply Co,240 Hathaway Dr,Stratford,CT,06615-7361,Fairfield,Not in Sample,Not in Sample,Robert Burke,Owner,30,7174980,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.lindquistbuilderssupply.com
East Haven Landscape Products,10 Mill St,East Haven,CT,06512-1098,New Haven,Not in Sample,Not in Sample,Carl Fappino,Owner,35,5130000,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5261,Retail Nurseries And Garden Stores,www.ehlp.com
David X Manners Co,107 Post Rd E,Westport,CT,06880-3410,Fairfield,Not in Sample,Not in Sample,Tim Manners,Owner,4,652800,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.dxmanners.com
Scenario,733 Summer St # 501,Stamford,CT,06901-1035,Fairfield,Not in Sample,Not in Sample,Hilary Shapiro,Owner,3,284820,Business Services (Services),7389,"Business Services, Nec",www.scenariocom.com
Salem Lutheran Church,3160 Park Ave,Bridgeport,CT,06604-1199,Fairfield,Not in Sample,Not in Sample,Blake H Wamester,Religious Leader,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.salemlutheranchurch.com
Bank Of Ireland Asset Mgmt,75 Holly Hill Ln,Greenwich,CT,06830-6286,Fairfield,Not in Sample,Not in Sample,Denis Curran,President,31,4060200,Real Estate (Housing),6531,Real Estate Agents And Managers,www.biam.ie
Keith Alan Productions,,Waterbury,CT,06708-0000,New Haven,Not in Sample,Not in Sample,,,0,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.keithalan.com
Southern New England Ear Nose,98 York St,New Haven,CT,06511-5602,New Haven,Not in Sample,Not in Sample,Betty Sullivan,Manager,64,19626750,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.all-ent.com
Kaplan Scientific Conslnt Inc,1 Dock St,Stamford,CT,06902-5836,Fairfield,Not in Sample,Not in Sample,Dean Kaplan,Owner,1,79200,Business Services (Services),7361,Employment Agencies,www.kapsci.com
Peter Paul,889 New Haven Rd,Naugatuck,CT,06770-4714,New Haven,Not in Sample,Not in Sample,Tony Edwards,Plant Mgr,240,75460000,Kindred and Food Products (Products),2064,Candy And Other Confectionery Products,www.hersheys.com
St Rose School,40 Church Hill Rd,Newtown,CT,06470-1647,Fairfield,Not in Sample,Not in Sample,Mary Maloney,Principal,21,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.stroseschool.com
Bridgeport Innovation Ctr,955 Connecticut Ave # 5103,Bridgeport,CT,06607-1250,Fairfield,Not in Sample,Not in Sample,Sam Pierpont,Owner,14,1640160,Real Estate (Housing),6531,Real Estate Agents And Managers,www.bridgeportinnovationcenter.com
